,0
290,​#ESG_News​⠀​💌하나금융그룹 ESG뉴스레터 9월호가 도착했어요~!​​Big Step for Tomorrow!​ESG경영 실천을 위한 하나금융그룹의 활동🌏​​더욱 객관적이고 투명한 ​탄소 배출량 감축 이행을 위한 'PCAF' 가입과​우리 청소년과 사회 전체가 안정되고 행복할 수 있는​착한 프로젝트 진행으로 열심히 달렸는데요!​​하나금융그룹의 ESG 소식!​확인해 볼까요? 💕​🔍하나금융그룹 ESG뉴스 9월호 확인하기!youtu.be/IBf1mwI84e4 (프로필 링크 클릭!)⠀​#ESG #하나금융그룹 #지속가능경영 #친환경 #PCAF #100호어린이집 #하나은행 #탄소중립 #도시락지원
291,"​#EVENT #하나금융그룹챔피언십 #로드투하나​​Q. 프로 골프 선수들은 어떻게 대회 준비해요?​A. 이 영상 하나로 궁금증을 해결해 드립니다!!​​'하나금융그룹 챔피언십'을 준비하는 ​정지유, 리디아고, 노예림 선수의​감성 골프 Vlog를 만나보세요! 😋​​⛳2021 하나금융그룹 챔피언십​포천 아도니스CC 2021. 9. 30(목)~10 .3(일)​​#이벤트​골프 브이로그를 시청하고 유튜브 영상 댓글로​선수들을 응원하는 따뜻한 메시지를 적어주세요!​이후 본 게시물에 참여한 유튜브 닉네임 및 #미션완료​남겨주시면 추첨해서 선물을!!🎁​​🏌️‍♀️ 하나TV에서 Vlog 보고 응원 댓글 남기기!​youtu.be/DUdYOhZ5qHM (프로필 링크 클릭!)​​✔참여기간: 2021. 9. 30(목) ~ 10. 4(월)​✔당첨자발표: 2021. 10. 7(목), 본 게시물 댓글 및 개별 DM 발표​✔경품: 교촌치킨 허니오리퐁듀치즈볼세트 (10명)​​#하나TV #하나금융그룹 #KLPGA #여자프로골프대회 #브이로그 #vlog #ESG"
292,"​#환경을지키는챌린지 #탄소제로톱🌏#하나TV​​하나은행과 K리그가 함께하는​환경을 지키는 탄소 다이어트 챌린지 <탄소제로톱> 5화!​​이번엔 K리그 구단의 일일 환경 점검관이 되어보았다!​과연 그 결과는..? 분리배출 방법까지 싹 다 알려주겠어!🙌​​📺 영상 보러가기: https://youtu.be/YMvNBpwVVJ0 (프로필 링크 클릭!)​​🌱지구와 K리그의 미래를 지켜라!🌱​""'그린킥오프 FC'와 함께 친환경 미션에도 동참해주세요!""​​🎁위클리미션과 게임에 참여해 에코포인트 모으고​갤럭시 z플립3부터 테블릿PC, 축구화, K리그 유니폼까지 다양한 경품에 응모하세요!​​👉그린킥오프FC 위클리미션 바로가기:​https://bit.ly/그린킥오프FC​​#하나은행 #K리그 #ESG #탄소다이어트 #탄소다이어터 #그린킥오프 #하나금융그룹 #업사이클링 #곽민선 #곽민선아나운서"
293,"​#EVENT #하나금융그룹챔피언십 #앤서니의나이스샷​​하나금융그룹 챔피언십을 더욱 재밌게 즐기는 방법!​하나TV가 준비한 특집 프로그램​<앤서니의 나이스샷> 4화와 함께하세요!ㄱㄱ⛳​​이번엔 퍼터 클럽과 웨지 클럽 레슨이다!​굴리기만 하면 된다고 생각하면 오산이라고?!😵​골린이 홍윤화와 함께 배우는 골프 노하우!​지금 바로 공개٩(ˊᗜˋ*)و ​​#이벤트​영상을 끝까지 시청하시면, ​마지막에 깜짝 퀴즈가 나갑니다. ​퀴즈 응모하시고, 푸짐한 선물 받아가세요!🎁​​📍앤서니의 나이스샷 4화 풀버전 보기​: https://youtu.be/fl7gBK_S7qw (프로필 링크 확인)​​✔참여기간: 2021. 9. 27(월) ~ 10. 2(토)​✔당첨자발표: 2021. 10. 5(화), 하나금융그룹 유튜브 커뮤니티 탭 ​✔경품:​ ​ ​ - 대회 모자 (5명)​ ​ ​ - 대회 우산 (5명) ​ ​ ​ ​ ​ ​ ​ - 브리지스톤 골프공 (5명)​ ​ ​ - 콜란토테 건강 팔찌 (5명)​ ​ ​ - 써모스 텀블러(5명)​​✨ 4화 정답은 대회 마지막날 경기에서 직접 확인해주세요​✨ 본 이벤트는 유튜브에서 진행됩니다.​​#KLPGA #여자프로골프대회 #하나TV #하나금융그룹 #앤서니의나이스샷 #골프레슨 #PGA #홍윤화 #홍윤화골프 #골린이 #PGAclass ​ #ESG"
294,"​#이벤트 #하나금융그룹챔피언십 #하나TV #앤서니의나이스샷​​하나TV가 준비한 특집 프로그램​<앤서니의 나이스샷> 3화가 왔다!⛳​​드라이버 클럽과 우드, 유틸리티 레슨을​골린이 개그우먼 홍윤화(@yunhwahong)와 함께 배워보자구!!​​🙋 슨생님! 저 힘 하나는 자신있어요!​🤦🏻‍♂ 저.. 골프는 힘으로만 하는 것이 아니라..​​<앤서니의 나이스샷> 3화 꼭 챙겨보고​2021 하나금융그룹 챔피언십 대회도 확인하세요! ฅ^._.^ฅ​​#EVENT​영상을 끝까지 시청하시면, ​마지막에 깜짝 퀴즈가 나갑니다. ​퀴즈 응모하시고, 푸짐한 선물 받아가세요!🎁​​📍앤서니의 나이스샷 3화 풀버전 보기​: https://youtu.be/3LgsGg9d7Ew (프로필 링크 확인)​​✔기간: 2021. 9. 24(금) ~ 9. 27(월)​✔발표: 2021. 9. 29(수), 하나금융그룹 유튜브 커뮤니티 탭 ​✔경품:​ ​ ​ ​ - 대회 모자 (5명)​ ​ ​ ​ - 대회 우산 (5명) ​ ​ ​ ​ ​ ​ ​ ​ - 브리지스톤 골프공 (5명)​ ​ ​ ​ - 콜란토테 건강 팔찌 (5명)​ ​ ​ ​ - 써모스 텀블러(5명)​​✨ 이벤트 응모는 4화 발행 전 참여해주신 분까지 집계됩니다. (4화에 정답 공개!)​✨ 본 이벤트는 유튜브에서 진행됩니다.​​#하나금융그룹 #KLPGA #골프레슨 #골프 #PGA #홍윤화 #홍윤화골프 #골린이 #PGAclass ​ #여자프로골프대회 #ESG"
295,"​⛳2021 하나금융그룹 챔피언십⛳​✅ 일정: 2021. 9. 30(목) ~ 10. 3(일)​✅ 중계: 네이버 골프, SBS Golf​​KLPGA 정규 투어 하나금융그룹 챔피언십이​국내 대회 최대 상금 규모인​총 15억원 규모로 개최됩니다.​​특히 이번 대회는 다양한 재활용 용품과​친환경 물품을 선보이고​ESG 실천을 위한 기부금 모금 이벤트를 진행하는 등​친환경 골프대회로 열립니다.​​코로나19 팬데믹 이래​해외 국적 선수들도 참가하는​첫 국제 골프 대회가 될 예정이니 기대해주세요!😁​​────────────────────​#EVENT 골프를 잘 모르는 분들을 위한​특집 프로그램도 준비했습니다.​이벤트에 참여해서 푸짐한 상품도 받으시고,​골프 레슨으로 더욱 재밌게 대회를 즐겨보세요!🏌️‍♀️​👉https://bit.ly/2XT5uEP​ (프로필 링크 클릭!)────────────────────​​#KLPGA #하나금융그룹챔피언십 #하나금융그룹골프 #골프대회 #여자프로골프대회 #골프 #앤서니의나이스샷 #홍윤화 #홍윤화골프"
296,"#EVENT #하나금융그룹챔피언십 #하나TV #앤서니의나이스샷​​하나TV가 준비한 특집 프로그램​<앤서니의 나이스샷> 2화! ⛳​와 함께하나금융그룹 챔피언십을 더욱 재밌고 풍성하게 즐기세요! ​골린이 개그우먼 홍윤화(@yunhwahong)의 골프 특훈 시작!​PGA Class A 정회원 앤서니가 레슨 중 큰소리로 굿샷!을 외쳤다고?!🙋앤서니 쓰앵님.. 이 정도면 대회 출전 가능할까요?​대한민국 골린이들과 함께 시청하면 더 좋은<앤서니의 나이스샷> 2화!! 이번 편은 필수라구٩( ᐛ )و ​#EVENT​영상을 끝까지 시청하시면, ​마지막에 깜짝 퀴즈가 나갑니다. ​퀴즈 응모하시고, 푸짐한 선물 받아가세요!🎁​​📍앤서니의 나이스샷 2화 풀버전 보기​: https://youtu.be/u33DhWgTCRA (프로필 링크 확인)​​✔기간: 2021. 9. 17(금) ~ 9. 24(금)​✔발표: 2021. 9. 28(화), 하나금융그룹 유튜브 커뮤니티 탭 ​✔경품:​​ ​ ​ ​ - 대회 모자 (5명)​​ ​ ​ ​ - 대회 우산 (5명) ​ ​ ​ ​ ​​ ​ ​ ​ - 브리지스톤 골프공 (5명)​​ ​ ​ ​ - 콜란토테 건강 팔찌 (5명)​​ ​ ​ ​ - 써모스 텀블러(5명)​​✨ 이벤트 응모는 3화 발행 전 참여해주신 분까지 집계됩니다. (3화에 정답 공개!)​✨ 본 이벤트는 유튜브에서 진행됩니다.#LetsgoGreen #골프레슨 #골린이대탈출 #골프천재 #홍윤화 #홍윤화골프 #앤서니 #하나금융그룹챔피언십⛳ #하나금융그룹 #하나금융그룹유튜브 #골프이벤트 #이벤트"
297,"​#환경을지키는챌린지 #탄소제로톱🌏#하나TV​​하나은행과 K리그가 함께하는​환경을 지키는 탄소 다이어트 챌린지 <탄소제로톱> 4화!​​오늘은 ESG 시대의 핵인싸템을 만드는 친환경 기업을 탐방했다!​버려지는 자원들도 이렇게 쓸모가 많다니!!🌱🌱​​📺 영상 보러가기: youtu.be/C9VSXoTtuek (프로필 링크 클릭!)​​🌱지구와 K리그의 미래를 지켜라!🌱​""'그린킥오프 FC'와 함께 친환경 미션에도 동참해주세요!""​🎁위클리미션과 게임에 참여해 에코포인트 모으고​갤럭시 z플립3부터 테블릿PC, 축구화, K리그 유니폼까지 다양한 경품에 응모하세요!​​🎁영상 후반에 페트병 분리배출 복습하고​라벨을 제거한 페트병 인증샷을 올리면​친환경 기업 '아트임팩트'의​특별한 친환경 MD상품을 선물로 드립니다​​👉그린킥오프FC 바로가기: https://green.kleague.com/​​#하나은행 #K리그 #ESG #탄소다이어트 #탄소다이어터 #그린킥오프 #하나금융그룹 #업사이클링 #곽민선 #곽민선아나운서 #페트병재활용 #현수막재활용"
298,"​#하나금융그룹챔피언십 #하나TV #앤서니의나이스샷​​하나TV가 준비한 특집 프로그램​<앤서니의 나이스샷> 1화! ⛳​​골린이 개그우먼 홍윤화와​PGA Class A 정회원 앤서니가 만났다!​​🙋 슨생님.. 홀인원이 제 꿈입니다!!​🤦🏻‍♂ …기초 자세부터 알려 드릴게요..​​대한민국 골린이들 주목!​PGA Class A 정회원이 알려주는​랜선 골프 레슨 놓치지 마세요!​​#EVENT​영상을 끝까지 시청하시면, ​마지막에 깜짝 퀴즈가 나갑니다. ​퀴즈 응모하시고, 푸짐한 선물 받아가세요!🎁​​📍앤서니의 나이스샷 1화 풀버전 보기​: youtu.be/SFHx3wyG07c (프로필 링크 확인)​​✔기간: 2021. 9. 13(월) ~ 9. 17(금)​✔발표: 2021. 9. 23(목), 하나금융그룹 유튜브 커뮤니티 탭 ​✔경품:​ ​ ​ ​ ​ - 대회 모자 (5명)​ ​ ​ ​ ​ - 대회 우산 (5명) ​ ​ ​ ​ ​ ​ ​ ​ ​ - 브리지스톤 골프공 (5명)​ ​ ​ ​ ​ - 콜란토테 건강 팔찌 (5명)​ ​ ​ ​ ​ - 써모스 텀블러(5명)​​✨이벤트 응모는 2화 발행 전 참여해주신 분까지 집계됩니다. (2화에 정답 공개!)​✨앤서니의 나이스샷과 함께​ ​ ​ ​ 하나금융그룹 챔피언십을 더욱 재밌고 풍성하게 즐기세요! ​@yunhwahong 운동천재 골린이 탈출기!😊​#LetsgoGreen #골프레슨 #골린이대탈출 #골프천재 #홍윤화 #홍윤화골프 #앤서니 #하나금융그룹 #하나금융그룹유튜브 #골프이벤트 #이벤트"
299,"#하나금융그룹챔피언십 #앤서니의나이스샷 #골프의매력에빠지다⠀📣📣<2021 하나금융그룹 챔피언십>이오는 9월 30일(목)부터 10월 3일(일)까지포천 아도니스 CC에서 개최됩니다!!⠀하나TV가 준비한 특집 프로그램⛳앤서니의 나이스샷🏌🏻과 함께이번 대회를 더욱 재밌고 풍성하게 즐기세요! ""골프, 얼마나 재밌게요~??"" 🙈골프를 잘 모르는 분들까지,모두가 즐길 수 있도록골린이 개그우먼 홍윤화와 PGA Class A 정회원 앤서니가 알려드릴게요!⠀📍2021년 9월 13일(월), 하나TV 첫방송📍하나TV 구독하고, 알림받기:👉bit.ly/3Eeudnx (프로필 링크 확인)⠀매화 다양한 퀴즈 이벤트가 함께 진행되니, 꼭꼭꼭 보러와주기 ꒰ ⸝⸝ɞ̴̶̷ ·̮ ɞ̴̶̷⸝⸝꒱⠀#골프레슨 #골린이대탈출 #골프천재 #홍윤화 #홍윤화골프 #앤서니 #하나금융그룹 #하나TV #하나금융그룹유튜브"
300,"#하나금융그룹챔피언십 #앤서니의나이스샷 #골프의매력에빠지다⠀📣📣<2021 하나금융그룹 챔피언십>이오는 9월 30일(목)부터 10월 3일(일)까지포천 아도니스 CC에서 개최됩니다!!⠀하나TV가 준비한 특집 프로그램⛳앤서니의 나이스샷🏌🏻과 함께이번 대회를 더욱 재밌고 풍성하게 즐기세요! ✨⠀골프를 잘 모르는 분들까지,모두가 즐길 수 있도록골린이 개그우먼 홍윤화와 PGA Class A 정회원 앤서니가 알려드릴게요!⠀📍2021년 9월 13일(월), 하나TV 첫방송📍하나TV 구독하고, 알림받기:👉bit.ly/3Eeudnx (프로필 링크 확인)⠀매화 다양한 퀴즈 이벤트가 함께 진행되니, 꼭꼭꼭 보러와주기 ꒰ ⸝⸝ɞ̴̶̷ ·̮ ɞ̴̶̷⸝⸝꒱⠀#골프레슨 #골린이대탈출 #골프천재 #홍윤화 #홍윤화골프 #앤서니 #하나금융그룹 #하나TV #하나금융그룹유튜브"
301,"#하나금융그룹챔피언십 #앤서니의나이스샷 #골프의매력에빠지다⠀📣📣<2021 하나금융그룹 챔피언십>이오는 9월 30일(목)부터 10월 3일(일)까지포천 아도니스 CC에서 개최됩니다!!⠀하나TV가 준비한 특집 프로그램⛳앤서니의 나이스샷🏌🏻과 함께이번 대회를 더욱 재밌고 풍성하게 즐기세요! ✨⠀골프를 잘 모르는 분들까지,모두가 즐길 수 있도록골린이 개그우먼 홍윤화와 PGA Class A 정회원 앤서니가 알려드릴게요!⠀📍2021년 9월 13일(월), 하나TV 첫방송📍하나TV 구독하고, 알림받기:👉bit.ly/3Eeudnx (프로필 링크 확인)⠀매화 다양한 퀴즈 이벤트가 함께 진행되니, 꼭꼭꼭 보러와주기 ꒰ ⸝⸝ɞ̴̶̷ ·̮ ɞ̴̶̷⸝⸝꒱⠀#골프레슨 #골린이대탈출 #골프천재 #홍윤화 #홍윤화골프 #앤서니 #하나금융그룹 #하나TV #하나금융그룹유튜브"
302,"​#다름을이해하는달리기 #사랑하나오티즘 #함께해요​​하나은행과 함께하는​<사랑, 하나, 오티즘 레이스>에 참여하세요!🏃🏻‍♀🏃🏻​​오티즘(자폐성장애)에 대한 이해와 존중을 위해​마련한 장애인식개선과 기부문화 확산 캠페인!​​원하는 시간과 장소에서 자유로운 달리기로​하나되는 마음을 보여주세요 ଘ(੭*ˊᵕˋ)੭​​💜참여방법:​1. 홈페이지 방문하여 등록 (~2021.9.10까지)​ ​ ​ 👉신청하기: www.autismrace.com​ ​ ​ 👉영상보기: youtu.be/KXyVjjs2GUo​2. 티셔츠·배번 착용 후 편한 시간 및 장소 고르기​3. 러닝/걷기 앱 설치 후 4.2km 달리기 (2021.10.4~10.11)​4. 러닝/걷기 앱에서 목표 달성 페이지를 캡쳐 후​ ​ ​ ​ 아래 해시태그와 함께 인스타그램에 업로드​ ​ ​ ​ 👉#사랑하나오티즘 #loveautismrace​​#하나은행 #자폐성장애인 #오티즘레이스 #ESG #레이스 #기부 #기부문화 #장애인식개선 #달리기"
