,content
38,"#산업은행 이 이태원의 새로운 도약과 상권 활성화를 위한 <헤이, 이태원> 프로젝트 #이태원회식챌린지 에 동참합니다.이번 산업은행의 #이태원회식챌린지 에는산업은행 강석훈 회장과 NextRise Awrds 수상 스타트업 대표들이이태원의 작은 횟집에 모여 뜻 깊은 시간을 보냈는데요! 여러분도 이번 주말에는 맛있는 음식, 풍성한 볼거리가 있는 #이태원 에서 행복한 추억을 만들어 보시면 어떨까요?#이태원회식챌린지 다음 주자는한국방문의 해를 주관하고 있는“문화체육관광부 관광수출전략추진단”을 추천합니다 😊#헤이이태원 #잇_태원 #eat_taewon #이태원회식챌린지 #산업은행 #KDB #NextriseAwrds #스타트업"
39,산업은행  입사축하꽃바구니새로운 출근 입사를  축하드려요~~~👏💐💐💐💐🍃🌿🌼🌼🐰🐰---🔸주문 & 예약🔸☑️에스텔플라워🌱✨010-9215-3354✨카톡lD estelleparty대구 동구 동촌로 48길24–10☑️방촌동주민센터옆 꽃동산유치원맞은편-#입사선물#첫출근#산업은행#기업행사꽃#대구예쁜꽃집#여름꽃#방촌역꽃집#수성못꽃집#대구꽃배송#대구꽃집추천
40,[홍파스] 6040 전략? 영구포트폴리오? 올웨더 전략?ㅤ여러분은 💰자산을 어떻게 분배해 관리하고 계신가요❓ㅤ🔎오늘 홍파스와 함께 다른 투자자들과 나를 차별화하는 방법 #자산배분 애 대해 알아보아요!ㅤ*본 콘텐츠는 KDB산업은행 홍보 파트너스 6기가 직접 제작한 콘텐츠입니다.ㅤ#KDB산업은행 #산업은행 #KDB #자산 #자산관리 #리밸런싱 #수익 #리스크 #안전성 #홍파스 #홍보파트너스 #홍파스6기 #서포터즈 #대학생서포터즈
41,"[홍파스] 💸먹거리 가격이 상승하며 소비자들의 부담이 커졌어요. ㅤ정부가 서민들의 먹거리 부담을 완화하고자 일부 🌾🥩🐟 농, 축, 수산물에 #할당관세 0%를 적용한다고 해요.ㅤ홍파스와 함께 #할당관세령 개정 내용과 적용 효과에 대해 살펴보아요!ㅤ*본 콘텐츠는 KDB산업은행 홍보 파트너스 6기가 직접 제작한 콘텐츠입니다.ㅤ#KDB산업은행 #산업은행 #KDB #물가상승 #서민지원 #정부 #할당관세율 #홍파스 #홍보파트너스 #홍파스6기 #서포터즈 #대학생서포터즈"
42,"#시너위 _ 시작하는 너를 위해 ✨인생은 끊임없는 반복,반복에 지치지 않는 자가 성취한다.- 드라마 <미생> 중언제나 빛나는 여러분을 응원합니다 🌱#명언 #위로 #명대사 #미생 #산업은행 #KDB"
43,"[홍파스] 요즘 전세 피해를 당하시는 분들이 많다고 해요.🏚😰 ㅤ전세 피해자 분들을 위해 서울, 경기, 인천, 부산에 #전세피해지원센터 가 운영되고 있어요!전세 피해와 관련해 도움이 필요하신 분들은 📑임대차계약서와 등기부등본을 챙겨 방문해보세요.ㅤ*본 콘텐츠는 KDB산업은행 홍보 파트너스 6기가 직접 제작한 콘텐츠입니다.ㅤ#KDB산업은행 #산업은행 #KDB #전세 #깡통전세 #전세사기 #전세피해 #전세피해지원센터 #홍파스 #홍보파트너스 #홍파스6기 #서포터즈 #대학생서포터즈"
44,금융공기업 사무직 채용 방식 4 (기업별 정리)👇🏻보러가기 복사https://m.blog.naver.com/nankongddak_/223147744597
45,* 본 이벤트는 종료되었습니다 *[EVENT] #KDB #댓글 #이벤트 #EVENT“나의 BEST 여름휴가지는 어디?”본격적인 여름휴가 시즌이 다가오면서‘어디로 떠날까’ 고민하고 계신 분들을 위해산업은행 팔로워들과 함께 하는 꿀정보 공유 TIME ⭐나만 알기에는 아까운 최고의 여름 휴가지는 어디인지 댓글로 소개해 주시면 추첨을 통해 무더위를 날릴 시원한 아이스 커피 쿠폰을 드립니다 ♥️💝당첨 물품(인원) : 스타벅스 아이스 아메리카노 Tall 쿠폰 1개 (10명)💝기간 : 7월 6일 (목) ~ 7월 17일 (월)💝당첨자 발표 : 7월 19일 (수)  > 당첨자 발표는 개별 DM을 통해 진행됩니다. (당첨자에게만 통보)✅ 유의사항- 산업은행 인스타그램 팔로워를 대상으로 진행됩니다.- 댓글은 아이디 1개당 1개만 인정됩니다.- 친구들을 댓글로 소환해 소문내면 당첨확률 UP- 비공개 계정은 이벤트 대상에서 제외될 수 있습니다.#이벤트 #event #댓글이벤트 #여름휴가 #휴가지추천#기프티콘 #커피키프티콘 #스타벅스기프티콘 #KDB #산업은행
46,🏦 기계가 나보다 더 똑똑한건 확실함...👩🏻‍💼👨🏻‍💼👩🏻‍💻👨🏻‍💻#서뱅크 #사람들이잘모르는은행이야기 #은행원-#우리는아무잘못도없다 #기계는거짓말을하지않지#명세표를잘보자 #해답은거기에 #해답은님손에#남탓하기전에나부터돌아볼줄아는사람이되길-#농협 #신한은행 #우리은행 #국민은행 #대구은행 #기업은행#새마을금고 #우체국 #하나은행 #신협 #산업은행 #경남은행#전북은행 #수협 #부산은행 #제주은행 #광주은행
47,✨7월 6일 오늘의 주요뉴스📌전세사기 '서면 빌라왕' 뒤에 실세 따로 있었다📌부산 '유령 아동' 사체 수색…진주서도 1명 사망 적발📌여름휴가 코앞인데…김해공항 리무진 버스 끊긴 원도심📌코로나發 빈곤도미노…부울경 기초수급 9만 가구 폭증📌공공기관 2차 이전 내년 총선 뒤로…산은 부산행 ‘차질’👇자세한 내용은아래 링크 복사 붙여넣기www.kookje.co.kr
48,"Episode 20. 산업은행, 부산행 열차 타다_안녕하세요? 이팍스입니다.대한민국의 국책은행, 산업은행이 부산행을 목전에 두고 있습니다.지난 몇 년간 정치권의 뜨거운 화두였던 산업은행의 부산 이전.최근 부산 이전에 대한 논의가 급격한 물살을 타고 빠르게 진전되고 있습니다._그러나 산업은행 노조의 98%는 반대 의사를 표명하고 있습니다.이미 퇴사자 수도 급증했습니다.그렇다면 산업은행 직원들이 반대하는 산업은행 부산 이전, 도대체 왜 하는 걸까요?_<이팍스의 경제 가이드>와 함께 쌓아가는 글로벌 경제/금융 지식.궁금한 게 뭐든, 이팍스가 알려줄게요!댓글도 DM도 환영합니다🧡_#이팍스 #이팍스의경제가이드#경제 #경제공부 #경제신문 #경제뉴스#시사상식 #금융상식 #미국주식 #산업은행 #은행 #부산 #시사 #금융"
49,"Episode 20. 산업은행, 부산행 열차 타다_안녕하세요? 이팍스입니다.대한민국의 국책은행, 산업은행이 부산행을 목전에 두고 있습니다.지난 몇 년간 정치권의 뜨거운 화두였던 산업은행의 부산 이전.최근 부산 이전에 대한 논의가 급격한 물살을 타고 빠르게 진전되고 있습니다._그러나 산업은행 노조의 98%는 반대 의사를 표명하고 있습니다.이미 퇴사자 수도 급증했습니다.그렇다면 산업은행 직원들이 반대하는 산업은행 부산 이전, 도대체 왜 하는 걸까요?_<이팍스의 경제 가이드>와 함께 쌓아가는 글로벌 경제/금융 지식.궁금한 게 뭐든, 이팍스가 알려줄게요!댓글도 DM도 환영합니다🧡_#이팍스 #이팍스의경제가이드#경제 #경제공부 #경제신문 #경제뉴스#시사상식 #금융상식 #미국주식 #산업은행 #은행 #부산 #시사 #금융"
50,[6월 첫 번째 #KDB소식]국내외 스타트업 구성원들의 축제!#넥스트라이즈 2023 의 뜨거운 열기를 전해드립니다!더불어 #홍파스 가 만난#스타트업 도 지금 확인해보세요!✔️KDB소식 확인하는 방법!① 네이버에서 'KDB산업은행' 검색② KDB산업은행 '블로그'로 이동③ 'KDB소식 6월 첫 번째 이야기' 클릭#KDB #산업은행 #기업 #경제 #투자 #투자사
51,📢#서부산기계부품산업일자리센터 에서 알려드리는 꿀팁#해양금융아카데미 해양금융 이론과 실무가 만났다!부산 해양금융을 책임지는 교육계와산업계의 현직자를 만날 수 있는 기회6월 26일(월) ~ 다음주 금요일(7월7일)까지 교육생을 모집합니다!#부산경제진흥원 #부산일자리정보망
52,"산업은행이 KDB생명 매각 작업의 속도를 높이고 있다. 그간 KDB생명은 자본건전성 수준이 낮은데다 올해 대규모 자본성증권(신종자본증권, 후순위채권) 중도상환 청구권(콜옵션) 행사까지 앞둬 매각에 어려움을 겪었다. 하지만 KDB생명이 발행할 후순위채에 산업은행이 이례적으로 보증을 서준 덕분에 자본성증권 차환발행에 대한 우려를 해소한 것이다."
53,"[기획재정부 x KDB산업은행]본격적인 UAE 300억불 투자유치를 위한「투자제안 전달체계 안내」신뢰성과 수익성 있는 민간·공공 분야 투자제안 전달을 위한투트랙(민간 트랙, 공공 트랙) 전달체계를카드뉴스를 통해 안내해드립니다!#KDB #산업은행 #투자 #투자유치 #UAE"
54,"금융위원회는 핀테크 산업 저변을 확대하고, 핀테크 기업들의 경쟁력을 높이기 위한 맞춤형 지원을 강화하겠습니다!📢 K-Fintech 30 선발을 시작합니다!☑ 2023년 6월 22일(목) ~ 7월 12일(수) 15시까지☑ 모집절차에 대한 안내 등 자세한 내용은 핀테크지원센터 ""핀테크 포털""에서!https://www.fintech.or.kr/📢 핀테크 기업을 지원하기 위한 다양한 정책을 추진 중입니다.☑ 상반기 핀테크 데모데이(Demoday) 행사 개최☑ 핀테크 기업 맞춤형 정책금융지원☑ 핀테크 기업 성장단계별 맞춤형 상담·컨설팅 등금융위원회는 핀테크 산업의 지속적인 성장을 위한 정책적 지원을 계속하겠습니다.* 더 자세한 내용은 프로필 ☞ 금융위 블로그에서 확인해주세요#금융위원회 #금융 #금융위 #금융정책 #금융당국 #금융위원장 #핀테크 #스타트업 #벤처 #핀테크기업 #정책금융 #산업은행 #기업은행 #신용보증기금"
55,"📌산업연구원-한국산업은행 공동세미나(밸류체인 기반 산업경쟁력 진단)📍2023년 6월 22일 (목), 14:00-16:20🎙발제 1: 반도체(경희권 산업연구원 부연구위원)🎙발제 2: 섬유(이임자 산업연구원 연구위원)🎙발제 3: 이차전지(박상현 산업은행 전임연구원)🎙발제 4: 해운(김대진 산업은행 연구위원)발제 내용이 궁금하다면? 아래 산업연구원 공식 블로그를 통해 확인하세요!👇👇👇👇👇👇👇👇👇👇https://blog.naver.com/worldkiet/223135551992#산업연구원 #KIET #세종시 #국책연구기관 #정부출연연구기관 #정출연 #산업은행 #공동세미나 #세미나 #밸류체인 #산업경쟁력 #반도체 #섬유 #이차전지 #해운"
56,"[23.6.21 국토위 청원소위 & 산업은행 부산이전 대책회의 참석]오늘 국회에서 국토교통위원회 청원소위가 열렸습니다.이 자리에서 부동산 관련 법률 폐지와 철도 노선 연장 추진 등의 청원사항을 다뤘습니다. 국민께서 요구하시는 목소리에 귀 기울이고 합리적인 방향으로 개선될 수 있도록 꼼꼼히 심사해나가겠습니다.이어서 국민의힘 산업은행 부산이전 대책회의를 가졌습니다.민주당은 뚜렷한 반대 이유도 없이 산업은행 부산 이전 관련법 심사를 거부하고 있습니다. 부산 시민들의 기대와 염원이 매우 크고, 대통령 공약사항인 만큼 법 개정을 국민의힘 당 지도부 차원에서 추진하기로 했습니다.그 동안 국토교통위원회 위원으로서 국토부가 '산은 부산 이전 공공기관 지정'을 고시하기까지 조속하게 이뤄질 수 있도록 열심히 이끌어왔습니다. 앞으로 산업은행이 ‘지방이전계획’을 금융위에 제출하면 이후 균형위 심의·의결을 거쳐 국토부에 최종 승인을 받기까지, 남은 절차들이 차질없이 진행될 수 있도록 더욱 힘쓰겠습니다.#정동만 #부산 #기장군 #국회의원 #국토위 #청원소위 #산업은행 #부산이전"
57,"※ 슬 롯 게 임※ 가입,첫충,올 인,활동 쿠 폰이 펑펑! 신규가 입쿠 폰5만원증정 출 금가능출석만해도 쿠 폰팍팍 최대50만원회 원가 입후 첫 충 전시 30%더 무제한 입 금보 너 스 매일첫 충10% 재 충5%콤프포인트 슬롯업계최초 콤프포인트적립지금 미스터플레이 와 함께해보세요 가입주소:  b v a 7. c o m #바카라사이트추천#KDB #산업은행 #금융 #경제 #금융지표#벤처 #스타트업 #투자 #금융트렌드 #투자트렌드"
58,"✨6월 21일 오늘의 주요뉴스📌한국이 받은 도움 연대로 보답...엑스포가 그 플랫폼📌강석훈 산업은행 회장 ""부산 이전"" 재차 강조📌BIFF 총회 앞두고 갑론을박...SNS 설전도 이어져📌돌려차기 피해자 ""나도 상고 가능하게 해달라""📌부산도시공사-건설사 자잿값 인상에 공사비 갈등👇자세한 내용은아래 링크 복사 붙여넣기www.kookje.co.kr"
